,year,gender,place,place_gender,name,city,bib,division,half,finish
241,2014,M,545,483,"Koenis, Maaikel (NED)",Delft,1419,30-34,1:27:45,2:53:33
242,2014,M,547,485,"Abitbol, Matthew (USA)","Chicago, IL",1174,30-34,1:25:49,2:53:33
243,2014,M,549,487,"Schilling, Dan (USA)","Dubuque, IA",2098,25-29,1:22:24,2:53:36
244,2014,M,551,489,"Aaronson, Matt (USA)","Chicago, IL",1420,35-39,1:25:00,2:53:37
245,2014,M,553,491,"Gonzalez Vazquez, Juan Manuel (MEX)","Mexico City, D.F.",1320,45-49,1:23:40,2:53:42
246,2014,M,555,493,"Ring, Jonathan (USA)","Westford, MA",6147,35-39,1:25:39,2:53:44
247,2014,M,559,495,"Bauer, Carl (USA)","Minneapolis, MN",6293,25-29,1:27:11,2:53:52
248,2014,M,561,497,"Bakas, Ilias (GRE)",Athens/Goudi,1382,35-39,1:26:48,2:53:53
249,2014,M,564,499,"Larsson, Patrik (SWE)",Stockholm,922,45-49,1:25:39,2:54:00
250,2014,M,566,501,"Thoman, Barry (USA)","Fairlawn, OH",1777,40-44,1:26:08,2:54:02
251,2014,M,568,503,"Smithback, Eric (USA)","Oregon, WI",1758,30-34,1:22:29,2:54:03
252,2014,M,572,505,"Bigda, Michael (USA)","Spring Grove, IL",1812,30-34,1:24:58,2:54:12
253,2014,M,574,507,"Sather, Evan (USA)","Hinsdale, IL",984,25-29,1:24:09,2:54:14
254,2014,M,577,509,"Huber, Martin (SUI)","Sao Paulo, SAO PAULO",609,40-44,1:24:29,2:54:24
255,2014,M,579,511,"Mahurin, Michael (USA)","Culver City, CA",1032,40-44,1:22:02,2:54:25
256,2014,M,581,513,"Mosteller, Kevin (USA)","Greenville, SC",2195,40-44,1:23:59,2:54:28
257,2014,M,583,515,"Dannegger, Timothy (USA)","Libertyville, IL",2443,35-39,1:25:24,2:54:33
